"id","avg_perc_out_selected","avg_num_out_selected","avg_perc_stud_selected","avg_num_study_selected","avg_avg_n_out_per_study","avg_min_n_out_per_study","avg_max_n_out_per_study"
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.01_small",40.8333333333333,12.25,40.8333333333333,12.25,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.01_medium",56.1266666666667,16.838,56.1266666666667,16.838,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.01_large",63.7066666666667,19.112,63.7066666666667,19.112,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.06_small",42.9433333333333,12.883,42.9433333333333,12.883,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.06_medium",57.8466666666667,17.354,57.8466666666667,17.354,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.06_large",65.54,19.662,65.54,19.662,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.11_small",44.8433333333333,13.453,44.8433333333333,13.453,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.11_medium",59.2766666666667,17.783,59.2766666666667,17.783,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.06_sv0.11_large",67.22,20.166,67.22,20.166,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.01_small",46.6433333333333,13.993,46.6433333333333,13.993,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.01_medium",61.4566666666667,18.437,61.4566666666667,18.437,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.01_large",68.4733333333333,20.542,68.4733333333333,20.542,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.06_small",48.0866666666667,14.426,48.0866666666667,14.426,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.06_medium",62.7066666666667,18.812,62.7066666666667,18.812,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.06_large",69.68,20.904,69.68,20.904,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.11_small",49.5533333333333,14.866,49.5533333333333,14.866,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.11_medium",63.8366666666667,19.151,63.8366666666667,19.151,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.11_sv0.11_large",70.83,21.249,70.83,21.249,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.01_small",71.1733333333333,21.352,71.1733333333333,21.352,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.01_medium",90.6433333333333,27.193,90.6433333333333,27.193,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.01_large",96.01,28.803,96.01,28.803,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.06_small",69.31,20.793,69.31,20.793,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.06_medium",87.1166666666667,26.135,87.1166666666667,26.135,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.06_large",92.79,27.837,92.79,27.837,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.11_small",68.0966666666667,20.429,68.0966666666667,20.429,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.11_medium",84.82,25.446,84.82,25.446,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.01_sv0.11_large",90.1133333333333,27.034,90.1133333333333,27.034,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.01_small",67.3933333333333,20.218,67.3933333333333,20.218,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.01_medium",82.5066666666667,24.752,82.5066666666667,24.752,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.01_large",88.1033333333333,26.431,88.1033333333333,26.431,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.06_small",66.5233333333333,19.957,66.5233333333333,19.957,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.06_medium",81.2266666666667,24.368,81.2266666666667,24.368,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.06_large",86.6766666666667,26.003,86.6766666666667,26.003,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.11_small",66.0066666666667,19.802,66.0066666666667,19.802,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.11_medium",80.3733333333333,24.112,80.3733333333333,24.112,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.06_sv0.11_large",85.6566666666667,25.697,85.6566666666667,25.697,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.01_small",66.2933333333333,19.888,66.2933333333333,19.888,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.01_medium",79.2166666666667,23.765,79.2166666666667,23.765,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.01_large",84.81,25.443,84.81,25.443,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.06_small",65.91,19.773,65.91,19.773,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.06_medium",78.9166666666667,23.675,78.9166666666667,23.675,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.06_large",84.28,25.284,84.28,25.284,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.11_small",65.9866666666667,19.796,65.9866666666667,19.796,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.11_medium",78.7033333333333,23.611,78.7033333333333,23.611,1,1,1
"pb_str_orb_no_k_30_d0.50_su0.11_sv0.11_large",83.7966666666667,25.139,83.7966666666667,25.139,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.01_small",92.5333333333333,27.76,92.5333333333333,27.76,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.01_medium",99.25,29.775,99.25,29.775,1,1,1
"pb_str_orb_no_k_30_d0.80_su0.01_sv0.01_large",99.84,29.952,99.84,29.952,1,1,1
